"id","name","created_at","updated_at"
39,Cooperativa de Caficultores del Sur del Tolima (CAFISUR),2018-09-15 21:07:57.665,2018-09-15 21:07:57.665
40,Oromia Coffee Farmers Co-operative Union (OCFCU),2018-09-15 21:32:04.802,2018-09-15 21:32:04.802
41,Sidama Coffee Farmers Cooperative Union (SCFCU),2018-09-15 21:38:35.970,2018-09-15 21:38:35.970
42,Cooperativa Solidaridad,2018-09-16 00:33:04.496,2018-09-16 00:33:04.496
43,Cooperativa Central de Caficultores del Huila (CooCentral),2018-09-16 00:49:52.914,2018-09-16 00:49:52.914
44,Kainamui Factory,2018-09-16 01:54:22.718,2018-09-16 01:54:22.718
45,Kibugu Farmers Cooperative Society,2018-09-16 22:48:15.422,2018-09-16 22:48:15.422
46,Dipilto producer group,2018-09-16 23:13:52.109,2018-09-16 23:13:52.109
47, Kata Muduga Union Cooperative Farmers,2018-09-16 23:20:15.463,2018-09-16 23:20:15.463
48,Asociacion de Cafeteros el Desarrollo,2018-09-16 23:42:04.149,2018-09-16 23:42:04.149
49,Duromina Cooperative,2018-09-17 02:33:19.291,2018-09-17 02:33:19.291
50,Federación Nacional de Cafeteros de Colombia,2018-09-17 03:13:46.447,2018-09-17 03:13:46.447
51,Koperasi Ketiara,2018-09-21 01:06:09.912,2018-09-21 01:06:09.912
52,Café Occident,2018-09-23 23:57:26.540,2018-09-23 23:57:26.540
53,New Ngariama Farmers Cooperative Society,2018-09-26 01:13:08.522,2018-09-26 01:13:08.522
54,Comon Yaj Noptic,2018-09-26 02:04:35.115,2018-09-26 02:04:35.115
55,Tembo Coffee Company,2018-09-28 01:34:35.408,2018-09-28 01:34:35.408
56,Asociación de Desarrollo Nimajuyú San Pedrano (ADENISA),2018-09-30 12:51:47.941,2018-09-30 12:51:47.941
26,Las Rosas Women's Group,2018-08-20 16:06:26.556,2018-09-30 13:38:29.592
57,Greenco,2018-09-30 21:57:02.699,2018-09-30 21:57:02.699
58,Worka Cooperative,2018-10-01 02:11:19.814,2018-10-01 02:11:19.814
59,Mandalay Coffee Group,2018-10-03 02:35:27.749,2018-10-03 02:35:27.749
60,Hunapu,2018-10-04 00:57:06.885,2018-10-04 00:57:06.885
61,Myin Dwin Village,2018-10-04 02:15:56.962,2018-10-04 02:15:56.962
62,Rungeto Farmer’s Cooperative Society,2018-10-07 02:44:44.287,2018-10-07 02:44:44.287
63,El Pacayalito,2018-10-07 03:13:40.239,2018-10-07 03:13:40.239
64,Cerro Lancandon Chochajau,2018-10-07 03:23:45.986,2018-10-07 03:23:45.986
65,Grupo Asociativo San Agustín Los Cauchos,2018-10-07 04:03:42.300,2018-10-07 04:03:42.300
66,Mwirua Farmers Co-operative Society,2018-10-07 04:26:21.196,2018-10-07 04:26:21.196
67,ACRIM,2018-10-07 04:40:17.172,2018-10-07 04:40:17.172
68,Mutheka Farmers Cooperative,2018-10-08 12:42:56.651,2018-10-08 12:42:56.651
69,Sierra Mixteca,2018-10-10 13:08:09.742,2018-10-10 13:08:09.742
70,Thiririka Cooperative Society,2018-10-10 13:09:19.723,2018-10-10 13:09:19.723
303,Asociación de Productores Cafetaleros El Santuario (ASPROCAFE Santuario),2019-11-08 22:02:59.729,2019-11-08 22:02:59.729
72,Cocafelol,2018-10-10 14:44:54.380,2018-10-10 14:44:54.380
73,Pergamino,2018-10-11 01:59:22.628,2018-10-11 01:59:22.628
74,Uraga Cooperative,2018-10-11 02:30:56.559,2018-10-11 02:30:56.559
75,Asociación de Productores de Café Diferenciados y Especiales de Guatemala (ASPROCDEGUA),2018-10-17 15:51:14.301,2018-10-17 15:51:14.301
76,Kabare Farmers' Cooperative Society,2018-10-17 15:58:07.514,2018-10-17 15:58:07.514
77,Central Ngandori Cooperative Society,2018-10-21 01:54:53.744,2018-10-21 01:54:53.744
78,Kibirigwi Farmers Cooperative Society,2018-10-21 02:08:26.694,2018-10-21 02:08:26.694
79,Asociación de Productores de Café del Oriente Caucano (ASORCAFE),2018-10-21 19:40:47.654,2018-10-21 19:40:47.654
80, Federacion de Pequeños Exportadores Agropecuarios Orgánicos,2018-10-22 00:08:22.943,2018-10-22 00:08:22.943
81,Cenfrocafe,2018-10-22 00:36:55.063,2018-10-22 00:36:55.063
82,Sociétés de gestion des stations de lavage (SOGESTALS),2018-10-22 01:42:01.429,2018-10-22 01:42:01.429
83,Harso Haru Mude Farmer Cooperative,2018-10-24 13:14:07.660,2018-10-24 13:14:07.660
84,Campesino Specialty Coffee,2018-10-24 13:46:58.594,2018-10-24 13:46:58.594
85,Las Mujeres Association,2018-10-24 17:56:30.884,2018-10-24 17:56:30.884
87,Sidamo Union,2018-10-26 12:59:33.180,2018-10-26 12:59:33.180
88,Mutira Farmers Cooperative Society,2018-10-26 13:13:31.421,2018-10-26 13:13:31.421
89,Asociacion de Productores de Café Especial,2018-10-30 22:55:30.886,2018-10-30 22:55:30.886
90,Behind the Leaf,2018-10-31 14:09:31.377,2018-10-31 14:09:31.377
91,Coopetarrazu,2018-10-31 14:43:14.255,2018-10-31 14:43:14.255
92,Coopeatenas,2018-10-31 14:44:51.580,2018-10-31 14:44:51.580
93,DESCAFESOL,2018-10-31 16:38:27.573,2018-10-31 16:38:27.573
94,Asociación creciendo con el campo,2018-10-31 19:06:47.390,2018-10-31 19:06:47.390
95,Muungano Cooperative,2018-11-02 14:38:36.136,2018-11-02 14:38:36.136
96,Konga Cooperative,2018-11-03 22:58:09.084,2018-11-03 22:58:09.084
97,Fuyan Village Cooperative,2018-11-03 23:06:13.892,2018-11-03 23:06:13.892
98,Baragwi Farmers' Cooperative,2018-11-07 21:07:36.358,2018-11-07 21:07:36.358
99,Giakanja,2018-11-13 03:50:12.917,2018-11-13 03:50:12.917
100,Yirgacheffe Coffee Farmers Cooperative Union,2018-11-14 17:10:36.114,2018-11-14 17:10:36.114
101,Orgánica Cooperative,2018-11-14 18:11:19.505,2018-11-14 18:11:19.505
301,Grupo de Asesores de Producción Orgánica y Sustentable (GRAPOS),2019-11-08 19:42:04.719,2019-11-08 19:42:04.719
304,Cooperativa Agropecuaria Cafetalera San José Limitada (COCASJOL),2019-11-12 17:21:00.492,2019-11-12 17:21:00.492
306,"21 de Septiembre Cooperative",2019-11-16 23:58:03.265,2019-11-16 23:58:03.265
308,Coope Libertad,2019-11-21 02:15:10.884,2019-11-21 02:15:10.884
310,Haru Cooperative,2019-11-22 00:23:14.514,2019-11-22 00:23:14.514
311,Koperasi Kopi Toba Cooperative,2019-11-22 17:48:23.987,2019-11-22 17:48:23.987
313,ASPROCAES,2019-12-01 20:24:53.313,2019-12-01 20:24:53.313
314,Cooperativa Norandino,2019-12-01 21:23:44.114,2019-12-01 21:23:44.114
316,Argcaffe,2019-12-04 18:08:03.770,2019-12-04 18:08:03.770
318,Gakundu Farmers Cooperative Society,2019-12-04 22:31:05.300,2019-12-04 22:31:05.300
321,Wanoja Cooperative,2019-12-11 22:11:28.172,2019-12-11 22:11:28.172
322,The Santuario Project,2019-12-12 02:26:07.962,2019-12-12 02:26:07.962
325,Cooperativa Productores Organicos Nueva Esperanza,2019-12-20 16:06:29.901,2019-12-20 16:06:29.901
326,Santatra Cooperative,2019-12-27 23:13:51.899,2019-12-27 23:13:51.899
328,Ribang Gayo Musara Cooperative,2020-01-01 21:49:51.609,2020-01-01 21:49:51.609
330,Gold Mountain Coffee Growers,2020-01-03 01:31:28.383,2020-01-03 01:31:28.383
333,Caficultores Alto Cajamarca,2020-01-03 17:14:38.691,2020-01-03 17:14:38.691
334,APROCASSI,2020-01-03 20:03:24.403,2020-01-03 20:03:24.403
336,La Magdalena Group,2020-01-14 19:19:23.041,2020-01-14 19:19:23.041
337,Asociación de Productores Cafetaleros de la Cuenca del Rio Marañón (APROCCURMA),2020-01-14 19:39:55.834,2020-01-14 19:39:55.834
339,Kurintji Barokah Bersama Cooperative,2020-01-16 20:00:26.311,2020-01-16 20:00:26.311
340,Tunas Indah Farmers Cooperative,2020-01-16 20:10:00.389,2020-01-16 20:10:00.389
4,Asociacion de Productores Cafetaleros Juan Marco El Palto (JUMARP),2018-01-31 23:59:10.206,2020-01-16 20:39:36.545
341,Central de Cooperativas Agrarias Cafetaleras (CECOVASA),2020-01-16 20:48:47.171,2020-01-16 20:48:47.171
342,Dukunde Kawa,2020-01-16 21:38:50.935,2020-01-16 21:38:50.935
343,Federación de Sociedades Coopertivas Indígenas y Ecológicas de Chiapas (FESICH/FIECH),2020-01-17 18:58:47.804,2020-01-17 18:58:47.804
345,CENCOIC,2020-04-14 16:54:56.658,2020-04-14 16:54:56.658
347,Cooperative Rumuri Muwimirwa,2020-04-29 16:58:14.964,2020-04-29 16:58:14.964
349,Asociación Barillense de Agricultores (ASOBAGRI),2020-05-03 18:41:35.655,2020-05-03 18:41:35.655
351,Sambewe Farmers Group,2020-05-03 20:25:23.311,2020-05-03 20:25:23.311
353,Coocamu Cooperative,2020-05-12 22:31:35.891,2020-05-12 22:31:35.891
355,Del Agua,2020-05-15 19:31:55.903,2020-05-15 19:31:55.903
357,San Isidro Producer Group,2020-05-19 20:18:32.356,2020-05-19 20:18:32.356
359,Asociacion Agroartesanal de Cafecultores de Rio Intag (AACRI),2020-05-25 21:49:12.540,2020-05-25 21:49:12.540
361,ASOPROCAAR,2020-05-31 21:00:22.735,2020-05-31 21:00:22.735
363,ASCI'SP Cooperative,2020-06-09 19:17:37.496,2020-06-09 19:17:37.496
365,Iyenga AMCOS,2020-06-22 21:54:09.349,2020-06-22 21:54:09.349
367,Yurko Cooperative,2020-07-20 23:03:54.677,2020-07-20 23:03:54.677
369,n/a,2020-09-12 21:46:29.620,2020-09-12 21:46:29.620
372,Beneficio San Marcos,2021-01-04 11:45:00.918,2021-01-04 11:45:00.918
102,Hama Cooperative Society,2018-11-16 16:27:41.482,2018-11-16 16:27:41.482
103,La Palma y El Tucan's Neighbours and Crops,2018-11-24 16:12:10.626,2018-11-24 16:12:10.626
104,Rwama Farmer's Cooperative Society,2018-11-25 17:46:20.120,2018-11-25 17:46:20.120
105,La Voz que Clama en el Desierto Cooperative ,2018-11-28 13:44:36.048,2018-11-28 13:44:36.048
106,Long Miles Coffee Project,2018-11-28 18:03:34.223,2018-11-28 18:03:34.223
107,Transcafe,2018-12-01 23:05:46.284,2018-12-01 23:05:46.284
108,Incahuasi,2018-12-01 23:27:19.049,2018-12-01 23:27:19.049
109,COPECAFE,2018-12-04 01:15:27.535,2018-12-04 01:15:27.535
110,APROCAFE Co-Operative ,2018-12-04 01:53:32.077,2018-12-04 01:53:32.077
111,Café de Altura de San Ramón Especial S.A.,2018-12-05 15:57:12.130,2018-12-05 15:57:12.130
112,Guji Highlands Organization,2018-12-08 18:36:11.272,2018-12-08 18:36:11.272
113,Association of Small Ecological Producers (ASOPEP),2018-12-09 00:52:54.443,2018-12-09 00:52:54.443
114,Direct Trade,2018-12-10 06:20:20.057,2018-12-10 06:20:20.057
115,CORCASAN RL,2018-12-10 06:55:48.404,2018-12-10 06:55:48.404
116,Cooperativa Agraria Cafetalera Pangoa,2018-12-10 22:31:23.185,2018-12-10 22:31:23.185
117,Lima Coffee,2019-01-02 17:58:47.292,2019-01-02 17:58:47.292
118,KODUKAK (Koperative Dutezimbere Kawa Kigeyo),2019-01-02 18:09:30.826,2019-01-02 18:09:30.826
119,AMACA (Asociación de Mujeres Productoras Agropecuarías del Cauca),2019-01-02 18:16:19.783,2019-01-02 18:16:19.783
120,Thikagiki Cooperative,2019-01-02 19:00:28.129,2019-01-02 19:00:28.129
121,"Cooperativa de Caficultores de Dota, R.L. (Coopedota)",2019-01-07 02:48:02.490,2019-01-07 02:48:02.490
122,Asociación Cooperativa Agropecuaria de Participación Real San Rafael de R.L. (ACAPARSAR),2019-01-07 03:13:36.962,2019-01-07 03:13:36.962
123,Santo Domingo,2019-01-07 03:29:29.487,2019-01-07 03:29:29.487
124,Weithaga F.C.S.,2019-01-12 14:10:57.247,2019-01-12 14:10:57.247
125,Tekangu F.C.S.,2019-01-15 02:04:10.293,2019-01-15 02:04:10.293
126,Co-Op Especiales ,2019-01-17 15:36:38.877,2019-01-17 15:36:38.877
127,Kamacharia Cooperative,2019-01-18 01:39:49.421,2019-01-18 01:39:49.421
128,Cooperativa de Alto Occidente de Caldas,2019-01-19 15:02:33.499,2019-01-19 15:02:33.499
129,Nyamulinda,2019-01-19 15:27:20.236,2019-01-19 15:27:20.236
130,Hunda Oli,2019-01-19 15:33:07.432,2019-01-19 15:33:07.432
131,CORSUCA (Cooperativa del Sur del Cauca),2019-01-21 00:33:48.005,2019-01-21 00:33:48.005
132,Fairfield Trading Company,2019-01-22 04:03:48.296,2019-01-22 04:03:48.296
133,Abakundakawa Cooperative,2019-01-22 04:28:05.028,2019-01-22 04:28:05.028
134,Las Colinas,2019-01-23 02:55:03.045,2019-01-23 02:55:03.045
135,Mahal Aqeeq ul Yemen ,2019-01-23 03:15:43.212,2019-01-23 03:15:43.212
136,O’Coffee,2019-01-24 01:38:00.585,2019-01-24 01:38:00.585
137,Participatory Forest Managing Coop,2019-01-24 02:03:19.171,2019-01-24 02:03:19.171
138,MTCo (Muraho Trading Company),2019-01-24 02:34:18.858,2019-01-24 02:34:18.858
139,Mayan Harvest Coffee,2019-01-26 04:34:49.538,2019-01-26 04:34:49.538
140,Bella Vista,2019-01-26 04:34:59.532,2019-01-26 04:34:59.532
141,Private Washing Station,2019-01-27 20:00:27.689,2019-01-27 20:00:27.689
143,Amkeni AMCOS (Agricultural Marketing Cooperative Society),2019-02-03 16:56:05.652,2019-02-03 16:56:05.652
144,New Gaturi Farmers Cooperative Society,2019-02-06 15:56:55.120,2019-02-06 15:56:55.120
145,Asociación de Productores Comercializadores Agropecuarios de Cafes Especiales (SURCAFES),2019-02-11 03:11:14.486,2019-02-11 03:11:14.486
146,Valle Inca,2019-02-13 01:43:59.462,2019-02-13 01:43:59.462
147,Kapeu Farmers Cooperative,2019-02-13 18:29:38.260,2019-02-13 18:29:38.260
148,Cueva de los Llanos,2019-02-20 14:29:18.252,2019-02-20 14:29:18.252
149,Kuichi Group,2019-02-20 14:34:59.221,2019-02-20 14:34:59.221
150,Urcunina Group,2019-02-20 14:48:51.527,2019-02-20 14:48:51.527
151,Guji Highland Organization,2019-02-25 12:17:56.128,2019-02-25 12:17:56.128
152,Rumukia Farmers Cooperative Society,2019-02-25 17:46:14.953,2019-02-25 17:46:14.953
153,Agroindustrial y Comercial Arriola e Hijos SA (AICASA),2019-02-27 14:57:32.397,2019-02-27 14:57:32.397
154,La Cooperativa Cafetalera Siguatepeque Limitada (COHORSIL) ,2019-03-06 15:23:13.328,2019-03-06 15:23:13.328
155,Tupac Amaru Cooperative,2019-03-06 22:07:02.541,2019-03-06 22:07:02.541
156,Banko Dhadhato Cooperative,2019-03-07 03:22:44.990,2019-03-07 03:22:44.990
157,Anserma Cooperative,2019-03-08 03:38:23.587,2019-03-08 03:38:23.587
158,Keto Tapasi Progress Association,2019-03-08 13:59:44.573,2019-03-08 13:59:44.573
159,Borderlands Project,2019-03-12 01:21:03.990,2019-03-12 01:21:03.990
160,Kushikamana,2019-03-12 01:35:50.380,2019-03-12 01:35:50.380
161,Thambana Farmer's Cooperative Society,2019-03-17 15:13:14.673,2019-03-17 15:13:14.673
162,Arokara Cooperative,2019-03-17 15:31:08.010,2019-03-17 15:31:08.010
163,Kinini Coffee,2019-03-18 15:05:16.674,2019-03-18 15:05:16.674
164,Cadefihuila Cooperative,2019-03-19 22:22:06.494,2019-03-19 22:22:06.494
165,Sierra Mixteca de Yucuhiti Unidos ,2019-03-20 01:17:56.429,2019-03-20 01:17:56.429
167,Valle Pauran,2019-03-25 03:06:42.901,2019-03-25 03:06:42.901
168,La Prosperidad de Chirinos,2019-04-03 18:12:37.576,2019-04-03 18:12:37.576
171,COOPNARANJO,2019-04-11 01:57:24.906,2019-04-11 01:57:24.906
172,ASOCANAFI,2019-04-11 02:01:27.052,2019-04-11 02:01:27.052
173,KKGO (Koperasi Kopi Gayo Organic Cooperative),2019-04-11 02:04:51.490,2019-04-11 02:04:51.490
174,Abades Cooperative,2019-04-11 17:45:48.223,2019-04-11 17:45:48.223
175, Alianza Cafe Association,2019-04-12 03:16:49.408,2019-04-12 03:16:49.408
176,Thirikwa Farmers Cooperative Society,2019-04-13 00:54:39.779,2019-04-13 00:54:39.779
177,Mangesha,2019-04-13 01:54:44.814,2019-04-13 01:54:44.814
178,Naranjo Coffee Growers and Multiple Services Cooperative,2019-04-13 01:58:01.922,2019-04-13 01:58:01.922
179,Dumerso,2019-04-13 02:17:33.014,2019-04-13 02:17:33.014
180,Valle Verde,2019-04-18 16:14:09.800,2019-04-18 16:14:09.800
181,Cooperativa de Caficultores de Salgar (COOCAFISA),2019-04-20 19:57:10.829,2019-04-20 19:57:10.829
182,Karehe IWCA (International Women’s Coffee Alliance),2019-04-20 20:22:21.821,2019-04-20 20:22:21.821
183,Cooperative Agraria Frontera San Ignacio (COOPAFSI),2019-04-20 20:33:43.268,2019-04-20 20:33:43.268
184,Gelana Abaya,2019-04-21 05:26:18.527,2019-04-21 05:26:18.527
185,ASOBOMBO,2019-04-21 14:08:37.658,2019-04-21 14:08:37.658
186,Carmo Coffees,2019-04-21 14:09:46.543,2019-04-21 14:09:46.543
187,Cooperative Nahualá (Café Femenino Guatemala),2019-04-21 20:53:20.810,2019-04-21 20:53:20.810
189,Monserrate Growers Association,2019-04-28 23:54:22.293,2019-04-28 23:54:22.293
190,The Surcafes Association,2019-05-04 00:20:08.031,2019-05-04 00:20:08.031
191,Huila Coop,2019-05-12 23:29:39.932,2019-05-12 23:29:39.932
192,Cooperativa Agraria Cafetalera La Florida,2019-05-13 16:57:09.505,2019-05-13 16:57:09.505
193,Raja Putra Manggala,2019-05-13 17:10:06.543,2019-05-13 17:10:06.543
194,INGOBOKA,2019-05-14 15:49:15.271,2019-05-14 15:49:15.271
195,Nano Challa Cooperative,2019-05-17 21:08:46.699,2019-05-17 21:08:46.699
196,Yagikawa,2019-05-22 21:09:52.859,2019-05-22 21:09:52.859
197,OROCAFE,2019-05-22 21:14:58.000,2019-05-22 21:14:58.000
198,Gitwe Farmers Cooperative Society,2019-05-22 21:38:13.915,2019-05-22 21:38:13.915
199,Grupo Asociativo Café Andino Especial,2019-05-23 15:56:10.647,2019-05-23 15:56:10.647
200,Cafe Occidente cooperative,2019-05-29 17:01:06.574,2019-05-29 17:01:06.574
188,Insani AMCOS,2019-04-28 22:39:30.635,2019-06-12 15:13:22.511
201,Jabanto group,2019-06-18 00:16:48.629,2019-06-18 00:16:48.629
142,Cafe Organico Marcala (COMSA),2019-01-28 02:51:41.583,2019-09-17 15:59:47.985
202,The Umoja Ululu American Marketing Cooperative Society,2019-06-18 15:04:54.441,2019-06-18 15:04:54.441
203,ANEI,2019-06-22 18:59:36.736,2019-06-22 18:59:36.736
204,Kolla Bocha,2019-06-25 21:49:29.439,2019-06-25 21:49:29.439
205,Kapsokisio,2019-07-01 15:49:29.635,2019-07-01 15:49:29.635
206,Asociacion Los Naranjos San Agustin,2019-07-01 20:16:02.577,2019-07-01 20:16:02.577
207,Komothai FCS,2019-07-04 20:22:45.623,2019-07-04 20:22:45.623
208,Divino Niño,2019-07-05 19:42:15.065,2019-07-05 19:42:15.065
209,Huadquiña,2019-07-05 20:21:51.560,2019-07-05 20:21:51.560
210,Inambari,2019-07-07 16:20:30.125,2019-07-07 16:20:30.125
211,Flor de Mayo,2019-07-09 19:05:16.717,2019-07-09 19:05:16.717
212,Ritho FCS,2019-07-12 21:42:39.870,2019-07-12 21:42:39.870
213,COOPAC Association,2019-07-15 23:23:37.177,2019-07-15 23:23:37.177
214,Bukonzo Joint Cooperative,2019-07-15 23:34:48.023,2019-07-15 23:34:48.023
215,Cooperativa El Milagro,2019-07-15 23:42:32.862,2019-07-15 23:42:32.862
216,Union de Ejidos y Comunidades San Fernando,2019-07-16 00:50:24.158,2019-07-16 00:50:24.158
217,Permata Gayo Cooperative,2019-07-16 00:54:27.287,2019-07-16 00:54:27.287
218,Grupo de Trabajo Levya Mancilla,2019-07-19 20:36:49.602,2019-07-19 20:36:49.602
219,Pacayal,2019-07-20 01:32:17.024,2019-07-20 01:32:17.024
220,AAK Cooperative (Anga),2019-07-23 13:47:05.792,2019-07-23 13:47:05.792
221,Rada Coffee Development,2019-07-23 14:08:44.032,2019-07-23 14:08:44.032
222,Muhara Farmers Cooperative Society,2019-07-25 17:13:32.268,2019-07-25 17:13:32.268
223,AGROSOLIDARIA,2019-07-25 17:34:12.899,2019-07-25 17:34:12.899
224,El Sendero,2019-07-25 17:42:02.024,2019-07-25 17:42:02.024
225,New Kiriti F.C.S.,2019-07-25 17:55:39.530,2019-07-25 17:55:39.530
226,Karimikui Cooperative,2019-07-26 14:42:37.849,2019-07-26 14:42:37.849
166,Buf Cafe,2019-03-24 02:42:54.096,2019-07-28 16:21:12.473
227,Konyu Cooperative,2019-07-31 21:02:47.426,2019-07-31 21:02:47.426
228,Kieni Cooperative ,2019-07-31 21:18:03.579,2019-07-31 21:18:03.579
229,ASOPROCAFEES,2019-08-02 16:00:39.388,2019-08-02 16:00:39.388
230,Agustino Forest Cooperative,2019-08-02 16:04:34.643,2019-08-02 16:04:34.643
231,Cocarive Cooperative,2019-08-02 17:00:41.014,2019-08-02 17:00:41.014
232,Benchmaji Farmers Co-Operative Union ,2019-08-05 18:42:54.429,2019-08-05 18:42:54.429
233,Bwayi Washing Station Cooperative,2019-08-05 18:49:11.598,2019-08-05 18:49:11.598
234,Comercializadora Maya Alternativa (COMAL),2019-08-06 17:52:53.530,2019-08-06 17:52:53.530
235,Cooperativa El Pensativo,2019-08-07 20:25:39.169,2019-08-07 20:25:39.169
236,Belen de Umbria,2019-08-07 20:39:06.020,2019-08-07 20:39:06.020
237,Origin Coffee Lab,2019-08-08 01:27:09.075,2019-08-08 01:27:09.075
238,Asociación de Mujeres Agropecuarias de Uribe (ASMUCAFE),2019-08-09 14:36:26.318,2019-08-09 14:36:26.318
239,Orang Utan Coffee,2019-08-11 19:54:09.911,2019-08-11 19:54:09.911
240,Mystic Hilltribe,2019-08-11 23:25:07.557,2019-08-11 23:25:07.557
241,Huehuetenango Women Farmer Group,2019-08-12 01:03:25.675,2019-08-12 01:03:25.675
242,Asociación de Desarrollo Integral Productivo Yamanonh (ADIPY),2019-08-15 15:29:51.177,2019-08-15 15:29:51.177
243,New Mitaboni Farmers Cooperative Society,2019-08-19 16:54:46.856,2019-08-19 16:54:46.856
244,Aroma del Valle,2019-08-20 15:44:32.140,2019-08-20 15:44:32.140
245,Asociación de Cooperación al Desarrollo Integral de Huehuetenango (ACODIHUE),2019-08-21 19:56:39.312,2019-08-21 19:56:39.312
246,Asociación Desarrolo Integral El Esfuerzo Tuiboch & Todos Santos (ASODIETT),2019-08-22 16:33:09.102,2019-08-22 16:33:09.102
71,Cooperativa Cafetalera Capucas Limitada (COCAFCAL),2018-10-10 14:02:28.050,2019-08-22 16:46:46.227
247,Homacho Waeno Cooperative,2019-08-26 00:09:39.836,2019-08-26 00:09:39.836
248,La Asociación de Productores de Café Especial con Fines Ecológicos de Planadas Tolima (Café del Macizo),2019-08-30 14:39:33.038,2019-08-30 14:39:33.038
249,Kiama Farmers Cooperative Society,2019-08-30 15:18:14.596,2019-08-30 15:18:14.596
250,Productores de Cafe de Motozintla (PROCAFEM),2019-08-31 02:29:46.291,2019-08-31 02:29:46.291
251,Asociación Para El Desarrollo Integral San Pedro Necta (ASODESI),2019-09-05 17:35:49.150,2019-09-05 17:35:49.150
252,Raw Material Red Associations (El Carmen),2019-09-10 14:39:03.199,2019-09-10 14:39:03.199
253,Twaranyuzwe Coop,2019-09-12 18:48:58.481,2019-09-12 18:48:58.481
254,lyego Farmers Cooperative Society,2019-09-12 22:32:15.283,2019-09-12 22:32:15.283
255,Muzo Cooperative ,2019-09-13 17:00:01.331,2019-09-13 17:00:01.331
256,Association of Special Coffee Producers of Huehuetenango (ASOPCE),2019-09-16 01:15:43.669,2019-09-16 01:15:43.669
257,Ratu Ketiara Gayo Cooperative (RKG),2019-09-16 01:26:20.854,2019-09-16 01:26:20.854
258,La Federación Comercializadora de Café Especial de Guatemala (FECCEG),2019-09-17 15:13:49.714,2019-09-17 15:13:49.714
1,Coordinator Of Organizations For The Development Of Concepcion Huista (CODECH),2018-01-31 23:59:10.206,2019-09-17 16:05:29.718
259,Rio Azul,2019-09-17 16:19:34.298,2019-09-17 16:19:34.298
260,Unidad,2019-09-17 16:36:13.163,2019-09-17 16:36:13.163
